Accuracy, Total Time, L1+L2+L3+L4 Time, L5 Time, Result Time
0.978, 0.93467, 0.11027, 0.02083, 0.80336
0.9772, 0.93501, 0.11005, 0.02172, 0.80304
0.9764, 0.93436, 0.10984, 0.02149, 0.80286
0.9782, 0.93411, 0.10984, 0.02101, 0.80308
0.9783, 0.93552, 0.11022, 0.02174, 0.80331
0.9784999999999999, 0.9346, 0.11047, 0.02074, 0.80321
0.9783, 0.93544, 0.11029, 0.02175, 0.80319
0.9798, 0.9356, 0.1104, 0.02181, 0.80322
0.9789, 0.93504, 0.11, 0.02166, 0.8032
0.9789, 0.93498, 0.1105, 0.02151, 0.8028
0.9782, 0.93436, 0.11002, 0.0208, 0.80334
0.9813, 0.93463, 0.11004, 0.02145, 0.80297
0.9773999999999999, 0.93441, 0.10996, 0.02134, 0.8029
0.9788, 0.93546, 0.11039, 0.02185, 0.80301
0.9758, 0.93449, 0.11021, 0.02101, 0.8031
0.9771, 0.93565, 0.11026, 0.022, 0.80319
