Accuracy, Total Time, L1+L2 Time, L3 Time, L4 Time, L5 Time, Result Time
0.9749, 0.66387, 0.17592, 0.18679, 0.13231, 0.15521, 0.01317
0.9749, 0.66292, 0.17562, 0.18657, 0.13221, 0.15494, 0.01312
0.9749, 0.6638, 0.17587, 0.18664, 0.13273, 0.15506, 0.01304
0.9749, 0.66399, 0.17581, 0.18693, 0.13258, 0.15519, 0.01301
0.9749, 0.66365, 0.17577, 0.18669, 0.13242, 0.1552, 0.0131
0.9749, 0.65802, 0.17474, 0.18552, 0.13139, 0.15411, 0.01184
0.9749, 0.65748, 0.17458, 0.18543, 0.13132, 0.15392, 0.01181
0.9749, 0.65944, 0.17481, 0.18607, 0.13166, 0.15447, 0.01203
0.9749, 0.65986, 0.17511, 0.18587, 0.13183, 0.15462, 0.01202
0.9749, 0.65998, 0.17523, 0.18604, 0.13175, 0.15458, 0.01197
0.9749, 0.66179, 0.17555, 0.18636, 0.132, 0.15507, 0.01239
0.9749, 0.66342, 0.1758, 0.18681, 0.13256, 0.15534, 0.01246
0.9749, 0.66226, 0.17545, 0.18662, 0.13212, 0.15484, 0.0128
0.9749, 0.66258, 0.1754, 0.18665, 0.13235, 0.15483, 0.01289
0.9749, 0.66239, 0.17537, 0.1866, 0.13224, 0.15483, 0.01291
0.9749, 0.66245, 0.1754, 0.18646, 0.13228, 0.15495, 0.01289
0.9749, 0.66198, 0.17535, 0.18643, 0.1321, 0.15478, 0.01285
0.9749, 0.66166, 0.17526, 0.18635, 0.13198, 0.15473, 0.01277
0.9749, 0.66215, 0.17542, 0.18663, 0.13217, 0.1547, 0.0128
0.9749, 0.66289, 0.17546, 0.18666, 0.13239, 0.15506, 0.01286
0.9749, 0.66234, 0.17557, 0.1865, 0.13216, 0.15486, 0.01281
0.9749, 0.66164, 0.17528, 0.18638, 0.13194, 0.15475, 0.01284
0.9749, 0.66201, 0.17534, 0.1865, 0.13203, 0.15478, 0.01279
0.9749, 0.66148, 0.1752, 0.1863, 0.1319, 0.15474, 0.01279
0.9749, 0.66206, 0.17563, 0.18637, 0.13209, 0.15472, 0.0128
0.9749, 0.66103, 0.1752, 0.18619, 0.1318, 0.15459, 0.01268
0.9749, 0.66212, 0.1755, 0.18654, 0.1321, 0.15486, 0.0127
0.9749, 0.66271, 0.17579, 0.18664, 0.13226, 0.15476, 0.01281
0.9749, 0.66224, 0.17546, 0.18661, 0.13207, 0.15485, 0.01281
0.9749, 0.66028, 0.17496, 0.18602, 0.13165, 0.1544, 0.01265
0.9749, 0.66254, 0.1756, 0.18648, 0.13214, 0.15496, 0.01291
0.9749, 0.66193, 0.17554, 0.1863, 0.13225, 0.15481, 0.01259
0.9749, 0.66409, 0.17585, 0.18731, 0.13279, 0.15534, 0.01237
0.9749, 0.66615, 0.17644, 0.18757, 0.13323, 0.15605, 0.01244
0.9749, 0.65817, 0.17459, 0.18567, 0.13143, 0.15408, 0.01198
0.9749, 0.65769, 0.17445, 0.18547, 0.13135, 0.15401, 0.01182
0.9749, 0.65685, 0.17439, 0.18525, 0.13114, 0.15381, 0.01179
0.9749, 0.65711, 0.17446, 0.1854, 0.13112, 0.15386, 0.01185
0.9749, 0.65696, 0.17434, 0.18519, 0.13107, 0.15394, 0.01184
0.9749, 0.65761, 0.17442, 0.18547, 0.13122, 0.15398, 0.01204
0.9749, 0.6579, 0.17456, 0.18556, 0.13136, 0.15415, 0.01185
0.9749, 0.65732, 0.17448, 0.18536, 0.13118, 0.15392, 0.01196
0.9749, 0.65807, 0.17455, 0.18556, 0.13125, 0.15424, 0.01205
0.9749, 0.65768, 0.17453, 0.18555, 0.13121, 0.15397, 0.012
0.9749, 0.65806, 0.17467, 0.18562, 0.13129, 0.15406, 0.01198
0.9749, 0.65728, 0.17439, 0.18529, 0.13127, 0.15393, 0.01187
0.9749, 0.65759, 0.17458, 0.18546, 0.1312, 0.15394, 0.01197
0.9749, 0.65798, 0.17459, 0.18542, 0.13136, 0.15424, 0.01195
0.9749, 0.65741, 0.17447, 0.18542, 0.13121, 0.15393, 0.01197
0.9749, 0.6578, 0.17467, 0.18553, 0.13115, 0.15403, 0.012
0.9749, 0.65757, 0.17449, 0.18538, 0.13118, 0.15411, 0.01195
0.9749, 0.6565, 0.17421, 0.18516, 0.13099, 0.15392, 0.01176
0.9749, 0.65725, 0.17453, 0.18533, 0.13112, 0.15395, 0.0119
0.9749, 0.65736, 0.17452, 0.18539, 0.13109, 0.15406, 0.01189
0.9749, 0.657, 0.17439, 0.18527, 0.13109, 0.15386, 0.01179
0.9749, 0.65665, 0.1744, 0.18523, 0.13102, 0.15375, 0.01184
0.9749, 0.65726, 0.17434, 0.18541, 0.1312, 0.1539, 0.01187
0.9749, 0.65664, 0.17431, 0.18525, 0.13102, 0.15381, 0.01183
0.9749, 0.65852, 0.17489, 0.18562, 0.13139, 0.15419, 0.01199
0.9749, 0.6584, 0.17466, 0.18562, 0.1315, 0.15417, 0.01203
0.9749, 0.65667, 0.17431, 0.18527, 0.13112, 0.15376, 0.01179
0.9749, 0.65768, 0.17453, 0.18549, 0.13121, 0.15398, 0.01205
0.9749, 0.65773, 0.17448, 0.18545, 0.13128, 0.15404, 0.01205
0.9749, 0.65796, 0.17465, 0.18559, 0.13121, 0.15411, 0.01199
0.9749, 0.65689, 0.17445, 0.18532, 0.13107, 0.15375, 0.0119
0.9749, 0.65798, 0.17446, 0.18566, 0.13138, 0.15403, 0.01204
0.9749, 0.65729, 0.17442, 0.18529, 0.13114, 0.15404, 0.01199
