Accuracy, Total Time, L1+L2 Time, L3+L4 Time, L5 Time, Result Time
0.9749, 0.55971, 0.15573, 0.23658, 0.15455, 0.01257
0.9749, 0.55975, 0.15583, 0.23656, 0.15452, 0.01255
0.9749, 0.55925, 0.1557, 0.2364, 0.15435, 0.01249
0.9749, 0.56034, 0.156, 0.23671, 0.15476, 0.01255
0.9749, 0.55945, 0.15574, 0.23643, 0.15446, 0.01252
0.9749, 0.55983, 0.1558, 0.23658, 0.15458, 0.01258
0.9749, 0.56011, 0.15604, 0.23661, 0.15461, 0.01256
0.9749, 0.55978, 0.15578, 0.23649, 0.15466, 0.01256
0.9749, 0.55943, 0.15567, 0.23643, 0.15446, 0.01257
0.9749, 0.55953, 0.1557, 0.23643, 0.15454, 0.01256
0.9749, 0.56, 0.15592, 0.23668, 0.1546, 0.01251
0.9749, 0.55952, 0.15576, 0.23655, 0.15435, 0.01256
0.9749, 0.55983, 0.15587, 0.23664, 0.15449, 0.01255
0.9749, 0.55983, 0.15584, 0.23652, 0.15466, 0.01252
0.9749, 0.55936, 0.1557, 0.23648, 0.15439, 0.01249
0.9749, 0.56001, 0.15589, 0.23663, 0.15463, 0.01259
0.9749, 0.55955, 0.15571, 0.23647, 0.15454, 0.01253
0.9749, 0.55939, 0.15572, 0.23646, 0.15445, 0.01247
0.9749, 0.55926, 0.1556, 0.23638, 0.15449, 0.0125
0.9749, 0.55954, 0.1557, 0.23651, 0.15451, 0.01252
0.9749, 0.56008, 0.15584, 0.23681, 0.1546, 0.01255
0.9749, 0.55974, 0.15575, 0.23652, 0.15455, 0.01264
0.9749, 0.55997, 0.15583, 0.23664, 0.15461, 0.0126
0.9749, 0.55977, 0.15574, 0.23647, 0.15466, 0.01261
0.9749, 0.55921, 0.15583, 0.23629, 0.15443, 0.01236
0.9749, 0.55951, 0.15577, 0.23646, 0.15447, 0.0125
0.9749, 0.5594, 0.15572, 0.23643, 0.15447, 0.01248
0.9749, 0.55926, 0.15564, 0.23637, 0.15445, 0.01248
0.9749, 0.55983, 0.15586, 0.23653, 0.15459, 0.01255
0.9749, 0.55864, 0.15564, 0.23612, 0.15432, 0.01227
0.9749, 0.55872, 0.15571, 0.23613, 0.15427, 0.01232
0.9749, 0.5597, 0.15582, 0.23656, 0.15453, 0.0125
0.9749, 0.55944, 0.15584, 0.23642, 0.15444, 0.01245
0.9749, 0.55965, 0.15575, 0.23654, 0.15458, 0.01249
0.9749, 0.55972, 0.15579, 0.23655, 0.15455, 0.01253
0.9749, 0.56016, 0.1559, 0.23671, 0.15477, 0.01249
0.9749, 0.5594, 0.15563, 0.23648, 0.15446, 0.01254
0.9749, 0.55999, 0.15591, 0.23663, 0.15464, 0.01254
0.9749, 0.55987, 0.15587, 0.23651, 0.15468, 0.01251
0.9749, 0.55922, 0.15564, 0.23637, 0.15448, 0.01243
0.9749, 0.55928, 0.15574, 0.23641, 0.15439, 0.01244
0.9749, 0.55949, 0.15573, 0.23645, 0.15452, 0.01249
0.9749, 0.56005, 0.15597, 0.2366, 0.15469, 0.01251
0.9749, 0.55986, 0.15581, 0.23653, 0.15468, 0.01255
0.9749, 0.55992, 0.15584, 0.23664, 0.15461, 0.01256
0.9749, 0.55978, 0.1559, 0.2365, 0.15454, 0.01256
0.9749, 0.56, 0.15617, 0.23647, 0.15453, 0.01253
0.9749, 0.56015, 0.15603, 0.2367, 0.15452, 0.01262
0.9749, 0.55935, 0.15591, 0.23632, 0.15448, 0.01233
0.9749, 0.56011, 0.15609, 0.23656, 0.15473, 0.01244
0.9749, 0.55977, 0.15595, 0.23644, 0.15456, 0.01253
0.9749, 0.55993, 0.15613, 0.23634, 0.1546, 0.01257
0.9749, 0.56001, 0.15605, 0.23649, 0.15464, 0.01255
0.9749, 0.55996, 0.156, 0.23644, 0.1547, 0.01253
0.9749, 0.55984, 0.15601, 0.23641, 0.1546, 0.01253
0.9749, 0.5599, 0.15608, 0.23646, 0.15456, 0.01252
0.9749, 0.56042, 0.15624, 0.23658, 0.15477, 0.01253
0.9749, 0.56, 0.15604, 0.23643, 0.15473, 0.0125
0.9749, 0.56005, 0.15623, 0.23641, 0.15467, 0.01245
0.9749, 0.56089, 0.15643, 0.23678, 0.1548, 0.01258
0.9749, 0.56033, 0.15623, 0.23653, 0.15472, 0.01256
0.9749, 0.55969, 0.15606, 0.23634, 0.15447, 0.01253
0.9749, 0.55972, 0.15596, 0.23636, 0.15462, 0.01247
0.9749, 0.56015, 0.15617, 0.23642, 0.15477, 0.01251
0.9749, 0.55977, 0.15609, 0.23638, 0.15446, 0.01255
0.9749, 0.55894, 0.15573, 0.2363, 0.15435, 0.01227
0.9749, 0.55873, 0.15567, 0.23617, 0.15429, 0.0123
0.9749, 0.5595, 0.156, 0.23632, 0.15453, 0.01235
0.9749, 0.55954, 0.15599, 0.23632, 0.15448, 0.01243
0.9749, 0.56001, 0.15608, 0.23647, 0.1547, 0.01246
0.9749, 0.56029, 0.15613, 0.23659, 0.1547, 0.01257
0.9749, 0.56, 0.15608, 0.23653, 0.1546, 0.0125
0.9749, 0.55986, 0.15604, 0.2364, 0.1546, 0.01251
0.9749, 0.55969, 0.15595, 0.2364, 0.15458, 0.01246
0.9749, 0.55995, 0.15599, 0.23648, 0.15472, 0.01247
0.9749, 0.5596, 0.156, 0.23631, 0.15452, 0.01246
