Accuracy, Total Time, L1+L2 Time, L3 Time, L4 Time, L5 Time, Result Time
0.9749, 0.64041, 0.15625, 0.1858, 0.13139, 0.15422, 0.01234
0.9749, 0.64263, 0.15674, 0.18629, 0.13203, 0.15473, 0.01243
0.9749, 0.64085, 0.15625, 0.18588, 0.13152, 0.15434, 0.01245
0.9749, 0.642, 0.15657, 0.1861, 0.13176, 0.15468, 0.01246
0.9749, 0.6412, 0.15619, 0.18601, 0.13172, 0.15443, 0.01242
0.9749, 0.6416, 0.15633, 0.18603, 0.13179, 0.15459, 0.01245
0.9749, 0.6408, 0.15626, 0.18588, 0.13153, 0.15439, 0.01232
0.9749, 0.64082, 0.15616, 0.18589, 0.13155, 0.15442, 0.01239
0.9749, 0.64072, 0.15605, 0.18589, 0.13156, 0.15441, 0.0124
0.9749, 0.64058, 0.15609, 0.1858, 0.13164, 0.15425, 0.01236
0.9749, 0.64095, 0.15607, 0.1859, 0.13169, 0.15446, 0.01243
0.9749, 0.64115, 0.15621, 0.18596, 0.13167, 0.15452, 0.01238
0.9749, 0.64039, 0.15614, 0.18575, 0.13148, 0.15422, 0.01223
0.9749, 0.63995, 0.15609, 0.18569, 0.13137, 0.15418, 0.01221
0.9749, 0.64144, 0.15625, 0.18604, 0.13184, 0.15449, 0.01242
0.9749, 0.64092, 0.15613, 0.18592, 0.13164, 0.1544, 0.01242
0.9749, 0.64072, 0.15612, 0.18588, 0.13166, 0.15425, 0.0124
0.9749, 0.64018, 0.1561, 0.18566, 0.13145, 0.15409, 0.01241
0.9749, 0.64076, 0.15611, 0.18585, 0.13157, 0.15441, 0.01241
0.9749, 0.64082, 0.15616, 0.18589, 0.13159, 0.1543, 0.01242
0.9749, 0.64034, 0.15598, 0.18581, 0.13147, 0.15425, 0.01242
0.9749, 0.64077, 0.15613, 0.18581, 0.13165, 0.1542, 0.01252
0.9749, 0.64018, 0.15599, 0.18576, 0.13147, 0.15414, 0.0124
0.9749, 0.64096, 0.15615, 0.18592, 0.13153, 0.15448, 0.01246
0.9749, 0.64042, 0.15602, 0.18581, 0.13149, 0.15417, 0.01252
0.9749, 0.6405, 0.15607, 0.18577, 0.13141, 0.15433, 0.01248
0.9749, 0.64283, 0.15687, 0.18629, 0.13196, 0.15481, 0.01248
0.9749, 0.64094, 0.15637, 0.18575, 0.13145, 0.15446, 0.01241
0.9749, 0.64068, 0.15622, 0.18576, 0.13153, 0.15436, 0.01239
0.9749, 0.64129, 0.15638, 0.18594, 0.13167, 0.1545, 0.0124
0.9749, 0.64082, 0.15621, 0.18586, 0.1316, 0.15435, 0.0124
0.9749, 0.6408, 0.15624, 0.18591, 0.13155, 0.15431, 0.0124
0.9749, 0.64257, 0.1567, 0.18632, 0.13189, 0.1548, 0.01246
0.9749, 0.64139, 0.1565, 0.18593, 0.13165, 0.15454, 0.01238
0.9749, 0.6412, 0.15642, 0.18595, 0.13155, 0.15451, 0.01238
