Accuracy, Total Time, L1+L2 Time, L3+L4 Time, L5 Time, Result Time
0.9749, 0.60134, 0.19758, 0.23639, 0.15459, 0.0125
0.9749, 0.60164, 0.19764, 0.23643, 0.15478, 0.0125
0.9749, 0.60125, 0.19758, 0.23634, 0.15459, 0.01244
0.9749, 0.60127, 0.19752, 0.2364, 0.15463, 0.01243
0.9749, 0.60177, 0.19764, 0.2366, 0.15479, 0.01246
0.9749, 0.60122, 0.19753, 0.2364, 0.15454, 0.01246
0.9749, 0.60138, 0.19751, 0.2365, 0.15463, 0.01244
0.9749, 0.60111, 0.19746, 0.23631, 0.15456, 0.01248
0.9749, 0.60111, 0.19738, 0.23633, 0.15455, 0.01257
0.9749, 0.60154, 0.19751, 0.2365, 0.15467, 0.01257
0.9749, 0.60177, 0.19757, 0.23659, 0.15476, 0.01256
0.9749, 0.60171, 0.19778, 0.23651, 0.15462, 0.01251
0.9749, 0.60113, 0.1975, 0.2363, 0.15456, 0.01247
0.9749, 0.60151, 0.19763, 0.23646, 0.1546, 0.01253
0.9749, 0.60159, 0.19762, 0.23648, 0.15471, 0.01249
0.9749, 0.60012, 0.19717, 0.23614, 0.15422, 0.0123
0.9749, 0.60056, 0.19736, 0.23624, 0.15431, 0.01236
0.9749, 0.60038, 0.19722, 0.23612, 0.15437, 0.01237
0.9749, 0.60055, 0.19733, 0.23619, 0.15441, 0.01234
0.9749, 0.60165, 0.19762, 0.23656, 0.15464, 0.01253
0.9749, 0.60141, 0.19753, 0.23649, 0.15454, 0.01255
0.9749, 0.60068, 0.19733, 0.23627, 0.15443, 0.01235
0.9749, 0.60124, 0.19752, 0.23643, 0.1545, 0.01249
0.9749, 0.60132, 0.19755, 0.23646, 0.15449, 0.01254
0.9749, 0.60203, 0.19768, 0.23669, 0.15482, 0.01255
0.9749, 0.60156, 0.19757, 0.23654, 0.15463, 0.01252
0.9749, 0.6013, 0.19757, 0.23634, 0.1546, 0.0125
0.9749, 0.6015, 0.19758, 0.23649, 0.15462, 0.01252
0.9749, 0.60136, 0.19745, 0.23631, 0.1548, 0.0125
0.9749, 0.60124, 0.19747, 0.23641, 0.15458, 0.01249
0.9749, 0.60166, 0.19758, 0.23648, 0.15479, 0.01254
0.9749, 0.60117, 0.19749, 0.23642, 0.15457, 0.0124
0.9749, 0.60064, 0.19739, 0.23625, 0.15438, 0.01233
0.9749, 0.60068, 0.1974, 0.23615, 0.15443, 0.01241
0.9749, 0.6016, 0.19768, 0.23646, 0.1547, 0.01248
0.9749, 0.60116, 0.19745, 0.23635, 0.1546, 0.01247
0.9749, 0.6014, 0.19761, 0.23646, 0.15462, 0.01243
0.9749, 0.60136, 0.19754, 0.2364, 0.15468, 0.01245
0.9749, 0.60086, 0.19746, 0.23618, 0.1545, 0.01243
0.9749, 0.60143, 0.19759, 0.23645, 0.15468, 0.01243
0.9749, 0.6012, 0.19758, 0.23631, 0.15458, 0.01244
0.9749, 0.60134, 0.19752, 0.23634, 0.15473, 0.01246
0.9749, 0.60141, 0.19766, 0.2363, 0.15474, 0.01241
0.9749, 0.60079, 0.19739, 0.23626, 0.15443, 0.01241
0.9749, 0.60107, 0.19753, 0.2362, 0.15462, 0.01241
0.9749, 0.60083, 0.1974, 0.23628, 0.15447, 0.01239
0.9749, 0.60098, 0.19752, 0.23626, 0.15454, 0.01236
0.9749, 0.60121, 0.19755, 0.23631, 0.15464, 0.01242
0.9749, 0.60128, 0.19756, 0.23631, 0.15462, 0.0125
0.9749, 0.60138, 0.1976, 0.23629, 0.15476, 0.01243
0.9749, 0.60059, 0.19738, 0.23615, 0.1544, 0.01237
0.9749, 0.60151, 0.19762, 0.23639, 0.15474, 0.01247
0.9749, 0.60123, 0.19749, 0.23643, 0.15454, 0.01247
0.9749, 0.60107, 0.19751, 0.23627, 0.15452, 0.01247
0.9749, 0.60173, 0.19764, 0.2365, 0.15485, 0.01246
0.9749, 0.60118, 0.1976, 0.23638, 0.15447, 0.01244
0.9749, 0.60137, 0.19756, 0.23646, 0.15461, 0.01246
