Accuracy, Total Time, L1+L2 Time, L3+L4 Time, L5 Time, Result Time
0.9749, 0.60715, 0.19731, 0.24278, 0.15435, 0.01242
0.9749, 0.60771, 0.19769, 0.24276, 0.15453, 0.01244
0.9749, 0.60695, 0.19739, 0.24249, 0.15435, 0.01241
0.9749, 0.60775, 0.19762, 0.2427, 0.15468, 0.01247
0.9749, 0.60749, 0.19764, 0.24267, 0.15447, 0.01243
0.9749, 0.60718, 0.19735, 0.24268, 0.15444, 0.01242
0.9749, 0.6075, 0.19746, 0.24274, 0.15457, 0.01244
0.9749, 0.60703, 0.1973, 0.24252, 0.1545, 0.01242
0.9749, 0.60761, 0.19756, 0.24271, 0.15461, 0.01244
0.9749, 0.60732, 0.19742, 0.24262, 0.15453, 0.01246
0.9749, 0.60753, 0.19758, 0.24261, 0.15459, 0.01246
0.9749, 0.60792, 0.19777, 0.24278, 0.15466, 0.01242
0.9749, 0.60732, 0.19752, 0.24263, 0.15449, 0.0124
0.9749, 0.60787, 0.19762, 0.24282, 0.15471, 0.01243
0.9749, 0.60732, 0.19756, 0.24257, 0.15452, 0.01238
0.9749, 0.60743, 0.19747, 0.24252, 0.15472, 0.01242
0.9749, 0.60768, 0.19767, 0.24269, 0.1546, 0.01244
0.9749, 0.60701, 0.19741, 0.24256, 0.15442, 0.01232
0.9749, 0.60771, 0.19761, 0.24276, 0.15456, 0.01248
0.9749, 0.60755, 0.19741, 0.24281, 0.15447, 0.01255
0.9749, 0.60728, 0.19749, 0.2425, 0.15451, 0.01248
0.9749, 0.60783, 0.19774, 0.24267, 0.15471, 0.01242
0.9749, 0.60784, 0.19762, 0.24272, 0.15466, 0.01254
0.9749, 0.60725, 0.19765, 0.24241, 0.15441, 0.01249
0.9749, 0.60741, 0.19747, 0.24271, 0.15451, 0.01242
0.9749, 0.60735, 0.19745, 0.24262, 0.15454, 0.01245
0.9749, 0.60808, 0.19771, 0.24288, 0.15472, 0.01248
0.9749, 0.60748, 0.19746, 0.24275, 0.15451, 0.01247
0.9749, 0.60685, 0.19727, 0.24252, 0.15437, 0.01239
0.9749, 0.60727, 0.1974, 0.24262, 0.15454, 0.01243
0.9749, 0.60729, 0.19756, 0.24259, 0.15446, 0.01239
0.9749, 0.60783, 0.19764, 0.2427, 0.15476, 0.01245
0.9749, 0.60783, 0.19769, 0.24275, 0.15471, 0.01239
0.9749, 0.60728, 0.19761, 0.24255, 0.15444, 0.01239
0.9749, 0.60773, 0.19766, 0.24271, 0.15466, 0.01242
0.9749, 0.60698, 0.1972, 0.24261, 0.15438, 0.01249
0.9749, 0.60791, 0.19768, 0.24272, 0.15476, 0.01246
0.9749, 0.60788, 0.19771, 0.24275, 0.15467, 0.01245
0.9749, 0.60761, 0.19766, 0.24265, 0.15458, 0.01244
0.9749, 0.60834, 0.19775, 0.24273, 0.15504, 0.01254
0.9749, 0.60748, 0.1975, 0.24265, 0.15459, 0.01246
0.9749, 0.60782, 0.19762, 0.24275, 0.15469, 0.01247
0.9749, 0.60769, 0.19749, 0.24273, 0.15461, 0.01256
0.9749, 0.60733, 0.19748, 0.24254, 0.15458, 0.01243
0.9749, 0.60773, 0.19769, 0.24261, 0.15466, 0.01248
0.9749, 0.60718, 0.19744, 0.24245, 0.15448, 0.01251
0.9749, 0.60797, 0.1977, 0.24276, 0.15472, 0.0125
0.9749, 0.60753, 0.19739, 0.24279, 0.15462, 0.01244
0.9749, 0.60749, 0.19733, 0.2428, 0.15462, 0.01245
0.9749, 0.60746, 0.19733, 0.24281, 0.15448, 0.01255
0.9749, 0.60741, 0.1974, 0.24278, 0.15447, 0.01247
0.9749, 0.60746, 0.19726, 0.2427, 0.15466, 0.01253
0.9749, 0.60753, 0.19732, 0.24283, 0.15453, 0.01257
0.9749, 0.60722, 0.19726, 0.24266, 0.1545, 0.01251
0.9749, 0.6075, 0.19729, 0.24285, 0.15449, 0.01257
0.9749, 0.60715, 0.19726, 0.24267, 0.15433, 0.01259
0.9749, 0.60766, 0.1974, 0.24292, 0.15446, 0.01259
0.9749, 0.60806, 0.19765, 0.24285, 0.15458, 0.01269
0.9749, 0.60658, 0.1972, 0.24239, 0.15429, 0.0124
0.9749, 0.60782, 0.19739, 0.24279, 0.15469, 0.01267
0.9749, 0.6074, 0.19738, 0.24279, 0.15447, 0.01248
0.9749, 0.60707, 0.19719, 0.2427, 0.15429, 0.0126
0.9749, 0.6075, 0.19728, 0.24283, 0.15458, 0.01252
0.9749, 0.60704, 0.19708, 0.24271, 0.15432, 0.01263
0.9749, 0.60756, 0.19726, 0.24269, 0.15471, 0.01261
0.9749, 0.6074, 0.19718, 0.24264, 0.15468, 0.01261
0.9749, 0.60741, 0.19736, 0.24274, 0.15451, 0.01252
0.9749, 0.60781, 0.19739, 0.24279, 0.15469, 0.01266
