Accuracy, Total Time, L1+L2 Time, L3+L4 Time, L5 Time, Result Time
0.9749, 0.56603, 0.15602, 0.24277, 0.15459, 0.01236
0.9749, 0.56552, 0.15594, 0.24253, 0.15444, 0.01231
0.9749, 0.56582, 0.156, 0.24268, 0.15454, 0.01231
0.9749, 0.56593, 0.15607, 0.24284, 0.1543, 0.01241
0.9749, 0.56625, 0.15609, 0.24282, 0.15454, 0.01248
0.9749, 0.56546, 0.15586, 0.24267, 0.15428, 0.01234
0.9749, 0.5653, 0.15579, 0.24276, 0.15417, 0.01228
0.9749, 0.56581, 0.15588, 0.24285, 0.15441, 0.01236
0.9749, 0.56546, 0.15577, 0.24259, 0.15447, 0.01231
0.9749, 0.56556, 0.1559, 0.24266, 0.15442, 0.01228
0.9749, 0.56597, 0.15601, 0.24276, 0.15452, 0.01237
0.9749, 0.56537, 0.15583, 0.24258, 0.1545, 0.01216
0.9749, 0.56497, 0.15562, 0.24248, 0.15438, 0.01218
0.9749, 0.56557, 0.15592, 0.24253, 0.15448, 0.01234
0.9749, 0.56583, 0.15601, 0.24262, 0.15462, 0.01227
0.9749, 0.5658, 0.15602, 0.24268, 0.15446, 0.01234
0.9749, 0.56545, 0.15575, 0.24266, 0.15442, 0.0123
0.9749, 0.5656, 0.15589, 0.24262, 0.15449, 0.01229
0.9749, 0.56539, 0.15586, 0.24251, 0.15439, 0.01231
0.9749, 0.56482, 0.15568, 0.24241, 0.15429, 0.01214
0.9749, 0.5649, 0.15559, 0.24242, 0.15437, 0.01221
0.9749, 0.56588, 0.15579, 0.24281, 0.15462, 0.01235
0.9749, 0.56524, 0.15556, 0.24254, 0.15443, 0.0124
0.9749, 0.56512, 0.15566, 0.24257, 0.15441, 0.01218
0.9749, 0.56587, 0.15571, 0.24275, 0.15467, 0.01244
0.9749, 0.56525, 0.15581, 0.24264, 0.15435, 0.01214
0.9749, 0.56481, 0.15563, 0.24244, 0.1543, 0.01214
0.9749, 0.5652, 0.15559, 0.24261, 0.15442, 0.01229
0.9749, 0.56543, 0.15573, 0.24258, 0.15466, 0.01215
0.9749, 0.56523, 0.15555, 0.24253, 0.1545, 0.01234
0.9749, 0.56483, 0.15562, 0.24245, 0.15428, 0.01217
0.9749, 0.56567, 0.15566, 0.24278, 0.15456, 0.01237
0.9749, 0.56547, 0.15566, 0.24262, 0.15452, 0.01237
0.9749, 0.56526, 0.15558, 0.24248, 0.15455, 0.01235
0.9749, 0.56512, 0.15577, 0.24257, 0.15435, 0.01213
0.9749, 0.56508, 0.15583, 0.24243, 0.15432, 0.01218
0.9749, 0.56535, 0.15579, 0.24266, 0.15439, 0.01221
0.9749, 0.56558, 0.15569, 0.24274, 0.15448, 0.01236
0.9749, 0.565, 0.15548, 0.24264, 0.15426, 0.01232
