Accuracy, Total Time, L1+L2 Time, L3+L4 Time, L5 Time, Result Time
0.9749, 0.56293, 0.15894, 0.23665, 0.1546, 0.01245
0.9749, 0.56274, 0.15879, 0.23679, 0.15443, 0.01245
0.9749, 0.56336, 0.15901, 0.23683, 0.15484, 0.01241
0.9749, 0.56285, 0.15874, 0.23675, 0.15463, 0.01244
0.9749, 0.56185, 0.1585, 0.23637, 0.1544, 0.01229
0.9749, 0.56271, 0.15874, 0.23664, 0.15473, 0.01231
0.9749, 0.56291, 0.15861, 0.23681, 0.15475, 0.01245
0.9749, 0.56323, 0.15881, 0.23679, 0.1548, 0.01255
0.9749, 0.56266, 0.1586, 0.23673, 0.15458, 0.01247
0.9749, 0.56249, 0.15851, 0.23664, 0.15453, 0.01252
0.9749, 0.56293, 0.15872, 0.23677, 0.15469, 0.01246
0.9749, 0.56319, 0.15885, 0.23698, 0.15467, 0.01242
0.9749, 0.56229, 0.15857, 0.23677, 0.15437, 0.0123
0.9749, 0.56226, 0.15869, 0.23663, 0.15441, 0.01225
0.9749, 0.56225, 0.15862, 0.23658, 0.15447, 0.01229
0.9749, 0.56136, 0.15831, 0.23632, 0.15423, 0.01221
0.9749, 0.56209, 0.15852, 0.23656, 0.15449, 0.01224
0.9749, 0.5625, 0.15863, 0.2367, 0.15453, 0.01234
0.9749, 0.56363, 0.15897, 0.23704, 0.15488, 0.01245
0.9749, 0.5626, 0.1586, 0.23672, 0.15462, 0.01238
0.9749, 0.56422, 0.15899, 0.23717, 0.15516, 0.0126
0.9749, 0.56293, 0.15884, 0.23673, 0.15458, 0.01247
0.9749, 0.56386, 0.159, 0.23709, 0.15496, 0.01253
0.9749, 0.56329, 0.1587, 0.237, 0.15478, 0.01253
0.9749, 0.56268, 0.15878, 0.23676, 0.15456, 0.01231
0.9749, 0.56347, 0.15896, 0.23695, 0.15477, 0.01249
0.9749, 0.56269, 0.15867, 0.23681, 0.15449, 0.01244
0.9749, 0.56282, 0.15867, 0.23676, 0.15462, 0.01248
0.9749, 0.56369, 0.159, 0.23697, 0.15494, 0.01248
0.9749, 0.56332, 0.15877, 0.23691, 0.15485, 0.01251
0.9749, 0.56326, 0.15894, 0.23689, 0.15467, 0.01247
0.9749, 0.56442, 0.15935, 0.23713, 0.15511, 0.01255
0.9749, 0.56326, 0.15893, 0.23688, 0.15481, 0.01236
0.9749, 0.56296, 0.15889, 0.23665, 0.15469, 0.01246
0.9749, 0.56283, 0.15875, 0.23673, 0.15467, 0.0124
0.9749, 0.56296, 0.15871, 0.23673, 0.15477, 0.01245
0.9749, 0.56329, 0.15893, 0.2368, 0.15479, 0.01247
0.9749, 0.5623, 0.15847, 0.23661, 0.15452, 0.01242
0.9749, 0.56259, 0.15872, 0.23664, 0.15455, 0.0124
0.9749, 0.56299, 0.15877, 0.2367, 0.15485, 0.01239
0.9749, 0.56221, 0.15857, 0.23645, 0.1546, 0.01232
0.9749, 0.56214, 0.15854, 0.23653, 0.15446, 0.01233
0.9749, 0.56242, 0.15863, 0.2366, 0.15458, 0.01233
0.9749, 0.56265, 0.15866, 0.23659, 0.15463, 0.01243
0.9749, 0.56319, 0.15874, 0.23682, 0.15481, 0.01254
0.9749, 0.56253, 0.1586, 0.2366, 0.15465, 0.01238
0.9749, 0.56241, 0.1586, 0.23653, 0.15458, 0.0124
0.9749, 0.56192, 0.15847, 0.23634, 0.15448, 0.01234
0.9749, 0.5617, 0.15846, 0.23628, 0.15437, 0.0123
0.9749, 0.56282, 0.15884, 0.23675, 0.15449, 0.01244
0.9749, 0.56249, 0.15862, 0.23672, 0.15453, 0.01232
0.9749, 0.56251, 0.15855, 0.23683, 0.15447, 0.01238
0.9749, 0.56232, 0.15851, 0.23655, 0.15451, 0.01245
0.9749, 0.56212, 0.15854, 0.23653, 0.15438, 0.01235
0.9749, 0.56291, 0.1587, 0.23687, 0.1546, 0.01247
0.9749, 0.56227, 0.15846, 0.23662, 0.15447, 0.01242
0.9749, 0.56286, 0.15876, 0.23677, 0.15456, 0.01249
0.9749, 0.56298, 0.15879, 0.23675, 0.15463, 0.01251
0.9749, 0.56297, 0.15881, 0.23685, 0.15454, 0.01248
0.9749, 0.56317, 0.15891, 0.2368, 0.15467, 0.01252
0.9749, 0.56331, 0.159, 0.23693, 0.15465, 0.01245
0.9749, 0.56376, 0.15907, 0.23706, 0.15478, 0.01255
0.9749, 0.56372, 0.15923, 0.23701, 0.15477, 0.01243
0.9749, 0.56591, 0.15969, 0.23751, 0.15561, 0.01277
0.9749, 0.5663, 0.15981, 0.23751, 0.15584, 0.01283
0.9749, 0.56668, 0.15977, 0.23782, 0.15608, 0.01269
0.9749, 0.56662, 0.16013, 0.23774, 0.15558, 0.01285
0.9749, 0.56292, 0.15884, 0.2367, 0.15468, 0.01242
0.9749, 0.56257, 0.15886, 0.23655, 0.15455, 0.01231
