Accuracy, Total Time, L1+L2 Time, L3+L4 Time, L5 Time, Result Time
0.9749, 0.56191, 0.15752, 0.23673, 0.15496, 0.01241
0.9749, 0.56112, 0.15703, 0.23671, 0.15466, 0.01244
0.9749, 0.56072, 0.1569, 0.2365, 0.15453, 0.0125
0.9749, 0.56119, 0.15705, 0.23672, 0.15459, 0.01255
0.9749, 0.56102, 0.15695, 0.23666, 0.15458, 0.01253
0.9749, 0.56163, 0.15714, 0.23687, 0.15487, 0.01247
0.9749, 0.56033, 0.15698, 0.23627, 0.15445, 0.01235
0.9749, 0.56082, 0.15707, 0.23645, 0.15452, 0.01249
0.9749, 0.56152, 0.15721, 0.23681, 0.15474, 0.01247
0.9749, 0.56092, 0.15708, 0.2366, 0.15452, 0.01243
0.9749, 0.5623, 0.15745, 0.23701, 0.15504, 0.01252
0.9749, 0.56085, 0.15695, 0.23653, 0.15453, 0.01255
0.9749, 0.56118, 0.1571, 0.23665, 0.15467, 0.01248
0.9749, 0.56069, 0.15688, 0.23649, 0.15446, 0.01257
0.9749, 0.56111, 0.15705, 0.2367, 0.15458, 0.0125
0.9749, 0.5605, 0.15697, 0.2364, 0.15441, 0.01243
0.9749, 0.56075, 0.15702, 0.23657, 0.15447, 0.01239
0.9749, 0.56058, 0.15688, 0.23646, 0.1545, 0.01244
